rfh
9.888889
1.7878788
1.7868853
2.9344263
6.75
26.8
5.9649124
8.578947
85.43956
207.12296
9.3529415
7.464286
4.8039217
302.65277
2.6629214
8.179487
180.25
83.90909
17.320513
33.641666
5.52
2.2571428
209.46666
19.189655
26.84
1.54
55.27055
41.12088
87.89888
62.76923
4.581395
109.72
3.0616438
3.139535
149.4
1.0909091
5.6704545
292.73077
4.028169
1.9272727
6.225
43.12
0.33333334
70.6875
50.17857
160.13559
217.57143
1.9736842
285.63266
5.1666665
141.72223
49.82143
2.659091
17.295774
89.325584
14.795918
103.98718
2.4590163
73.63492
3.2719297
12.927083
14.72
44.720932
4.3809524
138.39345
75.621216
90.35185
5.3458905
379.2927
28.392157
177.44444
51.285713
1.0
95.522224
1.0256411
95.91549
5.8
69.6
25.904762
153.75
5.326087
29.715446
57.90698
35.77528
64.03571
9.614583
57.103447
44.69748
13.568182
11.597701
73.48
2.6470587
21.38
2.560606
55.055557
60.63095
150.0
2.0
183.23077
81.0
6.78481
8.574468
188.39682
82.713234
1.3333334
2.4444444
1.1454545
62.266666
3.6875
14.594203
2.9146342
11.672132
12.809524
1.8
48.382355
5.6976743
42.9693
237.89743
69.32727
119.44706
33.266666
5.0
24.404255
24.257353
11.375
40.170456
3.732143
2.9754097
62.728813
1.6458334
0.8
11.053572
18.423529
4.5633802
3.16
63.0
72.74
34.017857
27.667809
128.57143
8.97561
193.94118
151.0845
70.650795
29.130081
1.3589743
139.11111
5.7704916
182.0
1.0573771
11.432432
5.105263
3.262295
4.3055553
4.474359
1.968254
7.089041
9.428572
32.04
2.9358974
5.5641026
1.0857143
34.791668
43.117645
6.0545454
12.148149
4.185185
18.416666
20.461538
3.3375
6.5625
2.8166666
1.0
114.19512
5.68
10.461538
51.555557
124.16456
87.1579
12.014493
46.267857
2.0694444
56.027397
1.1123595
57.0
20.235294
4.28
23.2
1.8035715
18.333334
0.9137931
3.3611112
1.2
3.0873015
1.8125
4.7731094
3.7083333
111.63636
5.638298
27.793652
6.3
21.275
16.660715
2.9083333
12.845071
180.07692
18.614286
13.986842
4.1904764
87.318184
121.45122
8.2
3.0441177
13.558824
82.409836
3.7058823
2.952381
143.8108
163.4359
4.372549
5.8235292
20.661016
6.1264367
1.028169
1.1851852
17.85
96.52
3.8285713
230.80952
9.946428
119.411766
2.060606
18.8125
0.84
31.11236
9.367816
205.05
1.0705882
2.7285714
0.21296297
110.413795
16.423729
4.7394958
2.825
23.773973
5.28
21.0
93.76596
160.875
191.63637
127.78723
45.814285
110.78205
4.946429
87.09259
50.892857
186.48863
4.616279
38.666668
0.5955056
1.8723404
84.14
37.5
148.36
84.674416
217.94643
2.1311476
14.70886
73.85507
11.301587
60.07377
28.065933
24.113636
7.9375
258.1111
6.6714287
3.819672
5.034483
63.57143
29.678572
56.707317
78.14286
0.75555557
30.635965
75.65909
4.0444446
2.7
1.1691177
9.083333
1.9152542
2.886179
163.125
11.089744
7.986111
17.254238
29.174603
23.711864
2.24
2.1311476
67.969696
140.33333
8.982142
2.452381
31.72152
17.329268
3.9047618
1.5714285
11.1
183.52942
39.615383
2.5555556
79.51515
3.030303
173.60715
17.25
13.626985
90.12963
2.5348837
173.38095
159.51515
2.7950819
14.032787
6.935185
1.8245614
2.9411764
7.733333
1.969697
107.125
22.416666
12.051724
2.6323528
17.061224
4.5555553
3.025641
37.25
3.1190476
127.27273
13.921569
10.960526
2.75
5.4069767
46.7
179.35294
4.181818
132.29411
70.0
8.494118
3.804878
5.964286
129.74467
19.913044
45.57377
4.6134453
21.19149
45.424244
22.98
40.261906
2.9159663
9.913043
2.9444444
2.8108108
41.2549
7.7280703
126.75581
22.459017
3.5076923
0.9166667
97.0
156.92683
56.25
1.0
67.5
182.58333
57.041668
3.0204082
2.6507936
1.862069
1.2875
15.26
140.44444
11.065934
132.29167
20.5625
72.0
3.0181818
58.545456
10.658537
36.12
33.468086
2.911111
8.731708
31.68421
86.46296
12.512196
5.3650794
2.3455882
4.625
2.7209303
33.80392
67.15294
29.739725
7.695122
9.842857
184.15384
92.409836
7.4358974
104.55932
102.23529
3.7391305
3.8333333
44.183334
120.78704
3.7078652
5.017857
58.75641
2.9351852
7.2192984
108.2381
148.96
12.695652
84.59231
31.147541
1.531915
37.303032
2.4444444
0.7395833
68.666664
192.16176
2.4464285
11.909091
62.734177
3.4201682
215.42105
12.615385
8.861789
82.28689
60.457626
142.05556
28.983606
20.213116
83.507935
1.898305
34.214287
13.409091
3.4142857
99.35526
34.210526
105.2
0.64044946
9.849206
3.6190476
7.557377
48.714287
15.728813
152.08139
2.1578948
2.34
1.1162791
15.112676
95.23077
51.545456
83.327866
154.125
128.20409
27.88889
30.74603
1.6382979
82.45238
90.83721
8.666667
48.333332
38.11236
23.325397
3.75
0.0
6.064815
6.4512196
26.73077
18.265823
54.816093
38.399124
194.73334
174.45589
2.7142856
2.2368422
9.037037
5.138889
39.256096
6.243902
3.630137
5.24
2.0930233
235.33333
5.8
2.909091
10.286765
9.970589
28.74
9.25
2.9230769
2.0
2.394958
4.203704
8.115385
48.97872
45.53425
53.614037
82.48781
18.15625
99.98876
117.91111
17.222221
0.8852459
127.27059
119.289474
227.47223
3.0
88.513885
25.851065
29.533333
8.138461
9.38
12.586206
3.0219781
2.02
10.208904
34.744186
2.6483517
6.18
114.625
11.655738
3.6
12.7279415
65.05556
14.769231
44.08889
163.52174
15.402778
109.13415
234.78947
10.875
5.4680853
9.125
4.7380953
13.44
3.5744681
2.5405405
9.5
3.1625
2.7802198
0.14814815
8.827586
121.395836
106.83929
33.244446
6.2436976
8.103448
1.0425532
127.8
22.488373
3.5
33.88889
2.9318182
12.137931
128.18645
1.8392857
60.076923
111.36
3.7692308
54.5
101.57143
1.1212121
164.74286
55.14035
48.967213
108.566666
178.18182
52.153847
16.735294
33.972973
99.5
2.3923078
3.488372
10.014286
14.716666
24.76
1.050633
2.6625
2.1846154
102.7541
144.84508
0.9767442
87.30488
5.3055553
3.25
6.0869565
3.3193278
3.5555556
2.84
61.27869
11.357142
32.901638
15.154929
47.0
2.5348837
3.6333334
5.254902
8.915384
130.88235
39.842106
2.4846153
39.30588
40.609756
15.923077
5.0
174.90741
4.078652
54.360657
22.574713
63.15
2.084507
56.846153
78.95556
63.25
82.08235
24.88889
4.2063494
71.97647
18.784313
12.655738
134.44681
1.2765957
2.2
2.633803
97.28
41.34426
83.59322
50.733334
88.41304
41.392857
9.923077
22.768293
1.0
87.20635
11.595745
10.709091
3.6
2.9069767
26.813953
39.77778
4.969697
3.0
234.42223
4.2978725
78.875
153.98
115.875
10.171429
129.61905
67.18699
2.8382354
7.7619047
1.1041666
41.0
132.69768
32.816666
5.4102564
14.9779415
105.21951
123.04878
2.7983193
91.29412
135.19048
70.24
49.51852
9.851064
69.338234
109.16
137.59302
44.9011
3.0
271.40985
4.40678
20.069767
40.48
151.7234
29.018518
6.44
9.527397
79.64865
0.114754096
65.83784
3.6666667
3.0520833
2.7936509
147.45384
3.488889
43.914894
3.5
1.0
111.63415
112.4375
52.57317
14.666667
2.8023255
1.4901961
22.466667
18.018183
7.730159
372.21622
4.7659574
9.628205
3.936709
33.54622
120.296295
122.289474
1.0
155.96297
153.72093
10.5
38.142857
1.5106384
11.008197
135.8
270.96722
124.26471
3.0
2.0317461
53.42857
99.01786
3.65
97.81356
101.98462
59.104168
50.613636
20.236841
45.1
64.489365
26.357143
25.730158
159.9367
3.017857
0.8888889
3.8095238
68.957146
75.26136
30.658823
5.4590163
7.25
8.233334
155.65909
96.77778
60.76
12.218488
1.3153846
5.8240743
164.67143
29.217392
6.1617646
6.0983605
35.91379
72.37931
3.9107144
47.411766
6.3589745
1.0
112.544716
52.104652
4.9338236
2.0
35.495613
60.650795
2.7878788
3.4538462
1.0
34.96
20.505617
68.22222
122.20731
1.060606
140.31818
4.191489
105.666664
2.6065574
22.265823
3.8863637
170.79546
3.3516483
3.7868853
38.73256
0.49019608
60.76744
6.431818
1.9285715
8.346154
0.68292683
166.68628
4.1904764
2.1818182
4.4603176
30.893618
3.2619047
11.729508
6.108333
142.46808
215.28
4.64
21.732557
6.2222223
218.67416
3.8666666
4.2777777
42.88889
58.6
39.126984
3.8431373
3.6
3.8360655
4.047945
5.74359
1.1929824
84.23864
1.9180328
9.090909
24.83904
6.571429
89.92308
2.7659574
18.491228
153.86275
47.61702
4.8
6.1764708
2.2205882
4.1707315
2.5
219.14285
4.952381
10.128205
9.406779
245.66394
51.294872
9.546512
93.04082
2.1264367
0.7592593
19.135593
133.35715
2.121951
1.9821428
15.65625
43.089287
52.606556
122.15714
6.2619047
5.595238
102.91228
3.353846
2.988889
35.557377
116.64
114.01428
180.80357
67.9625
55.028572
70.40659
69.319145
26.738094
32.22222
2.9558823
297.4054
8.96875
210.67392
12.207317
22.25
3.5588236
16.787233
4.7
134.53334
36.764046
2.557377
8.461538
49.185184
43.508335
1.4191177
69.76
2.0
35.8
1.9047619
157.4762
115.6383
85.10145
137.02563
100.7
55.774647
7.78125
224.64635
4.946429
35.37705
46.85882
130.71053
32.24074
2.0
2.0
2.0
56.525
5.295082
46.54
78.670586
149.04396
56.51351
77.79487
114.17391
0.72357726
6.757143
77.54878
73.74603
97.78571
35.57647
3.48
107.20635
13.254902
29.595745
6.0925927
13.487804
5.2842464
110.27273
6.0416665
8.08
21.301588
20.96
4.5227275
